date,day_name,is_friday,is_monday,days_to_expiry,is_expiry_week,close,gap_points,gap_pct,actual_target,prob_base,conv_base,trade_base,hit_base,pnl_base,trade_step_a,hit_step_a,pnl_step_a,prob_spec,conv_spec,trade_spec,hit_spec,pnl_spec
2026-07-06,Monday,False,True,24,False,1346.319091796875,0.3964904785154886,0.029449963305972996,1,0.8786,0.8786,True,True,-965.09,True,True,-965.09,0.8391,0.8391,True,True,-965.09
2026-07-07,Tuesday,False,False,23,False,1347.70654296875,-12.882592855797384,-0.9558900580403356,0,0.5887,0.5887,True,False,-4119.86,False,,0.0,0.6038,0.6038,False,,0.0
2026-07-08,Wednesday,False,False,22,False,1299.5457763671875,4.558415562700247,0.3507699109640493,1,0.4679,0.5321,False,,0.0,False,,0.0,0.3814,0.6186,False,,0.0
2026-07-09,Thursday,False,False,21,False,1334.3284912109375,6.936714573314703,0.519865581751871,1,0.8915,0.8915,True,True,596.76,True,True,596.76,0.872,0.872,True,True,596.76
2026-07-10,Friday,True,False,20,False,1418.95654296875,-9.810530142620564,-0.6913904580964059,0,0.9,0.9,True,False,-5800.02,True,False,-5800.02,0.8996,0.8996,True,False,-5800.02
2026-07-13,Monday,False,True,17,False,1431.442626953125,-9.414102492233951,-0.6576653730280614,0,0.6056,0.6056,True,False,-3355.75,False,,0.0,0.5722,0.5722,False,,0.0
2026-07-14,Tuesday,False,False,16,False,1415.5872802734375,1.3873670179873443,0.09800646257003368,1,0.632,0.632,True,True,-779.11,False,,0.0,0.6283,0.6283,False,,0.0
2026-07-15,Wednesday,False,False,15,False,1427.0823974609375,4.3602647155955765,0.30553699795844663,1,0.8597,0.8597,True,True,-81.23,True,True,-81.23,0.8611,0.8611,True,True,-81.23
2026-07-16,Thursday,False,False,14,False,1397.75,7.75,0.554462529064568,1,0.278,0.722,True,False,-2936.52,True,False,-2936.52,0.2472,0.7528,True,False,-2936.52
2026-07-17,Friday,True,False,13,False,1418.199951171875,-3.199951171875,-0.2256346976483001,0,0.5881,0.5881,True,False,-4228.21,False,,0.0,0.6456,0.6456,False,,0.0
2026-07-20,Monday,False,True,10,False,1385.199951171875,-0.199951171875,-0.01443482377441913,0,0.2721,0.7279,True,True,-1039.47,True,True,-1039.47,0.2491,0.7509,True,True,-1039.47
2026-07-21,Tuesday,False,False,9,False,1364.9000244140625,-1.2000732421875,-0.08792389337839444,0,0.5825,0.5825,True,False,-1357.51,False,,0.0,0.5681,0.5681,False,,0.0
2026-07-22,Wednesday,False,False,8,False,1339.699951171875,-4.699951171875,-0.3508211796054642,0,0.3999,0.6001,True,True,61.7,False,,0.0,0.3794,0.6206,False,,0.0
2026-07-23,Thursday,False,False,7,False,1323.4000244140625,-13.4000244140625,-1.0125452748117774,0,0.1423,0.8577,True,True,2139.58,True,True,2139.58,0.1511,0.8489,True,True,2139.58
2026-07-24,Friday,True,False,6,False,1333.0999755859375,12.0,0.9001575440525862,1,0.5655,0.5655,True,True,-416.11,False,,0.0,0.5721,0.5721,False,,0.0
2026-07-27,Monday,False,True,3,True,1329.0,0.0,0.0,0,0.6697,0.6697,True,False,-1046.91,True,False,-1046.91,0.6443,0.6443,False,,0.0
2026-07-28,Tuesday,False,False,2,True,1345.0999755859375,4.800048828125,0.3568544283137063,1,0.5203,0.5203,False,,0.0,False,,0.0,0.4647,0.5353,False,,0.0
2026-07-29,Wednesday,False,False,1,True,1350.0,-1.0,-0.07407407407407407,0,0.3347,0.6653,True,True,-824.38,True,True,-824.38,0.2694,0.7306,True,True,-729.38
2026-07-30,Thursday,False,False,0,True,1336.4000244140625,1.5999755859375,0.11972280430322506,1,0.5662,0.5662,True,True,-672.19,False,,0.0,0.6268,0.6268,False,,0.0
2026-07-31,Friday,True,False,27,False,1333.0,8.9000244140625,0.6676687482417479,1,0.6565,0.6565,True,True,-1152.12,True,True,-1152.12,0.6115,0.6115,False,,0.0
2026-08-03,Monday,False,True,24,False,1322.199951171875,-4.199951171875,-0.3176487163044103,0,0.7457,0.7457,True,False,-2039.56,True,False,-2039.56,0.7237,0.7237,True,False,-2039.56
2026-08-04,Tuesday,False,False,23,False,1340.0,10.0,0.7462686567164178,1,0.8568,0.8568,True,True,1320.25,True,True,1320.25,0.8388,0.8388,True,True,1320.25
2026-08-05,Wednesday,False,False,22,False,1326.5,1.300048828125,0.09800594256502072,1,0.3128,0.6872,True,False,-1353.89,True,False,-1353.89,0.2763,0.7237,True,False,-1353.89
2026-08-06,Thursday,False,False,21,False,1331.0,0.0,0.0,0,0.6717,0.6717,True,False,-1048.34,True,False,-1048.34,0.6548,0.6548,True,False,-1048.34
2026-08-07,Friday,True,False,20,False,1328.0,0.0,0.0,0,0.6887,0.6887,True,False,-3254.0,True,False,-3254.0,0.6914,0.6914,False,,0.0
2026-08-10,Monday,False,True,17,False,1332.5,0.0,0.0,0,0.5636,0.5636,True,False,-1049.41,False,,0.0,0.5496,0.5496,False,,0.0
2026-08-11,Tuesday,False,False,16,False,1347.0,2.800048828125,0.2078729642260579,1,0.4316,0.5684,True,False,-1724.75,False,,0.0,0.4629,0.5371,False,,0.0
2026-08-12,Wednesday,False,False,15,False,1339.0,0.0,0.0,0,0.5767,0.5767,True,False,-1054.04,False,,0.0,0.5317,0.5317,False,,0.0
2026-08-13,Thursday,False,False,14,False,1350.0,5.0,0.3703703703703704,1,0.7655,0.7655,True,True,125.63,True,True,125.63,0.7785,0.7785,True,True,125.63
2026-08-14,Friday,True,False,13,False,1344.4000244140625,-0.4000244140625,-0.02975486512928657,0,0.3431,0.6569,True,True,-3197.94,True,True,-3197.94,0.4233,0.5767,False,,0.0
2026-08-17,Monday,False,True,10,False,1356.800048828125,0.0,0.0,0,0.5951,0.5951,True,False,-1066.72,False,,0.0,0.5304,0.5304,False,,0.0
2026-08-18,Tuesday,False,False,9,False,1340.5999755859375,0.0,0.0,0,0.1959,0.8041,True,True,-1055.18,True,True,-1055.18,0.184,0.816,True,True,-1055.18
2026-08-19,Wednesday,False,False,8,False,1329.0,6.0,0.4514672686230248,1,0.2413,0.7587,True,False,-2471.91,True,False,-2471.91,0.2702,0.7298,True,False,-2471.91
2026-08-20,Thursday,False,False,7,False,1345.9000244140625,0.0,0.0,0,0.5492,0.5492,False,,0.0,False,,0.0,0.5318,0.5318,False,,0.0
2026-08-21,Friday,True,False,6,False,1388.9000244140625,1.0999755859375,0.07919760721449684,1,0.8782,0.8782,True,True,-3137.39,True,True,-3137.39,0.8639,0.8639,True,True,-3137.39
2026-08-24,Monday,False,True,3,True,1385.0999755859375,-2.9000244140625,-0.20937293084823755,0,0.4795,0.5205,False,,0.0,False,,0.0,0.3424,0.6576,True,True,-122.63
2026-08-25,Tuesday,False,False,2,True,1394.800048828125,0.199951171875,0.014335472101753495,1,0.8126,0.8126,True,True,-1046.31,True,True,-1046.31,0.8462,0.8462,True,True,-1027.31
2026-08-26,Wednesday,False,False,1,True,1434.0,6.0,0.41841004184100417,1,0.7474,0.7474,True,True,303.27,True,True,303.27,0.7725,0.7725,True,True,873.27
2026-08-27,Thursday,False,False,0,True,1410.800048828125,0.0,0.0,0,0.5782,0.5782,True,False,-1105.2,False,,0.0,0.5001,0.5001,False,,0.0
2026-08-28,Friday,True,False,27,False,1414.699951171875,-0.7999267578125,-0.056543916407848595,0,0.5741,0.5741,True,False,-3649.89,False,,0.0,0.6043,0.6043,False,,0.0
2026-08-31,Monday,False,True,24,False,1402.5,-2.5,-0.17825311942959002,0,0.5282,0.5282,False,,0.0,False,,0.0,0.4869,0.5131,False,,0.0
2026-09-01,Tuesday,False,False,23,False,1391.0,-13.0,-0.9345794392523363,0,0.2254,0.7746,True,True,1996.41,True,True,1996.41,0.2388,0.7612,True,True,1996.41
2026-09-02,Wednesday,False,False,22,False,1365.199951171875,4.800048828125,0.3516004248318851,1,0.3367,0.6633,True,False,-2212.72,True,False,-2212.72,0.3209,0.6791,True,False,-2212.72
2026-09-03,Thursday,False,False,21,False,1394.0,6.0,0.430416068866571,1,0.8429,0.8429,True,True,331.77,True,True,331.77,0.8391,0.8391,True,True,331.77
2026-09-04,Friday,True,False,20,False,1394.5999755859375,-2.5,-0.17926287421234405,0,0.4143,0.5857,True,True,-2818.42,False,,0.0,0.5042,0.5042,False,,0.0
2026-09-07,Monday,False,True,17,False,1414.9000244140625,0.0999755859375,0.007065911669547241,1,0.4195,0.5805,True,False,-1131.86,False,,0.0,0.4112,0.5888,False,,0.0
2026-09-08,Tuesday,False,False,16,False,1400.0,-7.0,-0.5,0,0.2359,0.7641,True,True,565.0,True,True,565.0,0.2318,0.7682,True,True,565.0
2026-09-09,Wednesday,False,False,15,False,1368.5999755859375,-7.699951171875,-0.5626151767669312,0,0.1922,0.8078,True,True,753.61,True,True,753.61,0.2086,0.7914,True,True,753.61
2026-09-10,Thursday,False,False,14,False,1355.0,-11.4000244140625,-0.8413302150599631,0,0.2888,0.7112,True,True,1642.07,True,True,1642.07,0.2991,0.7009,True,True,1642.07
2026-09-11,Friday,True,False,13,False,1360.0,0.0,0.0,0,0.725,0.725,True,False,-3330.0,True,False,-3330.0,0.7764,0.7764,True,False,-3330.0
2026-09-15,Tuesday,False,False,9,False,1311.0,0.0,0.0,0,0.2442,0.7558,True,True,-1034.09,True,True,-1034.09,0.2196,0.7804,True,True,-1034.09
2026-09-16,Wednesday,False,False,8,False,1299.0,0.0,0.0,0,0.3744,0.6256,True,True,-1025.54,False,,0.0,0.2781,0.7219,True,True,-1025.54
2026-09-17,Thursday,False,False,7,False,1349.4000244140625,-1.4000244140625,-0.10375162210853077,0,0.8084,0.8084,True,False,-1393.95,True,False,-1393.95,0.8267,0.8267,True,False,-1393.95
2026-09-18,Friday,True,False,6,False,1390.0,,,0,0.552,0.552,True,False,,False,,0.0,0.5808,0.5808,False,,0.0
